frame_no,ts,src_ip,dst_ip,src_mac,dst_mac,protocol,transport,src_port,dst_port,length,tcp_syn,tcp_ack,tcp_fin,tcp_rst,dns_qry_name,dns_qry_type,dns_response,dns_rcode,http_method,http_host,http_uri,arp_src_ip,arp_src_mac,arp_opcode,info
827,1700000122.02,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,887,58,1,0,0,0,,,,,,,,,,,SYN
828,1700000122.022,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,887,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
829,1700000122.03,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,298,58,1,0,0,0,,,,,,,,,,,SYN
830,1700000122.032,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,298,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
831,1700000122.04,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,810,58,1,0,0,0,,,,,,,,,,,SYN
832,1700000122.042,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,810,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
833,1700000122.05,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,5,58,1,0,0,0,,,,,,,,,,,SYN
834,1700000122.052,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,5,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
835,1700000122.06,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,106,58,1,0,0,0,,,,,,,,,,,SYN
836,1700000122.07,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,127,58,1,0,0,0,,,,,,,,,,,SYN
837,1700000122.072,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,127,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
838,1700000122.08,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,960,58,1,0,0,0,,,,,,,,,,,SYN
839,1700000122.082,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,960,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
840,1700000122.09,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,327,58,1,0,0,0,,,,,,,,,,,SYN
841,1700000122.092,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,327,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
842,1700000122.1,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,468,58,1,0,0,0,,,,,,,,,,,SYN
843,1700000122.102,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,468,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
844,1700000122.11,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,420,58,1,0,0,0,,,,,,,,,,,SYN
845,1700000122.112,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,420,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
846,1700000122.12,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,942,58,1,0,0,0,,,,,,,,,,,SYN
847,1700000122.122,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,942,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
848,1700000122.13,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,1001,58,1,0,0,0,,,,,,,,,,,SYN
849,1700000122.1320002,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,1001,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
850,1700000122.14,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,560,58,1,0,0,0,,,,,,,,,,,SYN
851,1700000122.1420002,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,560,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
852,1700000122.15,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,793,58,1,0,0,0,,,,,,,,,,,SYN
853,1700000122.1520002,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,793,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
854,1700000122.16,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,724,58,1,0,0,0,,,,,,,,,,,SYN
855,1700000122.161617,93.184.81.222,10.0.0.103,00:11:22:33:44:01,02:c9:83:20:d6:73,TLS,TCP,443,50510,700,0,1,0,0,,,,,,,,,,,Application Data
856,1700000122.1620002,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,724,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
857,1700000122.17,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,861,58,1,0,0,0,,,,,,,,,,,SYN
858,1700000122.1720002,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,861,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
859,1700000122.18,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,835,58,1,0,0,0,,,,,,,,,,,SYN
860,1700000122.1820002,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,835,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
861,1700000122.19,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,64,58,1,0,0,0,,,,,,,,,,,SYN
862,1700000122.1920002,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,64,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
863,1700000122.2,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,297,58,1,0,0,0,,,,,,,,,,,SYN
864,1700000122.2020001,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,297,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
865,1700000122.21,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,413,58,1,0,0,0,,,,,,,,,,,SYN
866,1700000122.2120001,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,413,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
867,1700000122.22,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,423,58,1,0,0,0,,,,,,,,,,,SYN
868,1700000122.2220001,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,423,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
869,1700000122.23,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,723,58,1,0,0,0,,,,,,,,,,,SYN
870,1700000122.232,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,723,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
871,1700000122.24,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,479,58,1,0,0,0,,,,,,,,,,,SYN
872,1700000122.25,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,555,58,1,0,0,0,,,,,,,,,,,SYN
873,1700000122.252,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,555,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
874,1700000122.26,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,388,58,1,0,0,0,,,,,,,,,,,SYN
875,1700000122.262,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,388,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
876,1700000122.27,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,99,58,1,0,0,0,,,,,,,,,,,SYN
877,1700000122.28,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,410,58,1,0,0,0,,,,,,,,,,,SYN
878,1700000122.282,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,410,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
879,1700000122.29,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,379,58,1,0,0,0,,,,,,,,,,,SYN
880,1700000122.292,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,379,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
881,1700000122.3,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,587,58,1,0,0,0,,,,,,,,,,,SYN
882,1700000122.302,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,587,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
883,1700000122.31,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,416,58,1,0,0,0,,,,,,,,,,,SYN
884,1700000122.312,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,416,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
885,1700000122.32,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,522,58,1,0,0,0,,,,,,,,,,,SYN
886,1700000122.322,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,522,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
887,1700000122.33,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,526,58,1,0,0,0,,,,,,,,,,,SYN
888,1700000122.332,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,526,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
889,1700000122.34,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,751,58,1,0,0,0,,,,,,,,,,,SYN
890,1700000122.342,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,751,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
891,1700000122.35,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,184,58,1,0,0,0,,,,,,,,,,,SYN
892,1700000122.352,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,184,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
893,1700000122.36,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,657,58,1,0,0,0,,,,,,,,,,,SYN
894,1700000122.362,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,657,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
895,1700000122.37,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,695,58,1,0,0,0,,,,,,,,,,,SYN
896,1700000122.372,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,695,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
897,1700000122.38,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,678,58,1,0,0,0,,,,,,,,,,,SYN
898,1700000122.3820002,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,678,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
899,1700000122.39,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,28,58,1,0,0,0,,,,,,,,,,,SYN
900,1700000122.3920002,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,28,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
901,1700000122.4,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,749,58,1,0,0,0,,,,,,,,,,,SYN
902,1700000122.4020002,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,749,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
903,1700000122.41,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,1013,58,1,0,0,0,,,,,,,,,,,SYN
904,1700000122.4120002,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,1013,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
905,1700000122.42,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,772,58,1,0,0,0,,,,,,,,,,,SYN
906,1700000122.4220002,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,772,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
907,1700000122.43,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,848,58,1,0,0,0,,,,,,,,,,,SYN
908,1700000122.4320002,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,848,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
909,1700000122.44,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,664,58,1,0,0,0,,,,,,,,,,,SYN
910,1700000122.4420002,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,664,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
911,1700000122.45,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,832,58,1,0,0,0,,,,,,,,,,,SYN
912,1700000122.4520001,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,832,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
913,1700000122.46,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,620,58,1,0,0,0,,,,,,,,,,,SYN
914,1700000122.4620001,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,620,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
915,1700000122.47,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,987,58,1,0,0,0,,,,,,,,,,,SYN
916,1700000122.48,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,679,58,1,0,0,0,,,,,,,,,,,SYN
917,1700000122.482,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,679,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
918,1700000122.49,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,14,58,1,0,0,0,,,,,,,,,,,SYN
919,1700000122.492,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,14,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
920,1700000122.5,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,299,58,1,0,0,0,,,,,,,,,,,SYN
921,1700000122.51,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,487,58,1,0,0,0,,,,,,,,,,,SYN
922,1700000122.512,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,487,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
923,1700000122.52,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,41,58,1,0,0,0,,,,,,,,,,,SYN
924,1700000122.53,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,224,58,1,0,0,0,,,,,,,,,,,SYN
925,1700000122.532,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,224,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
926,1700000122.54,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,223,58,1,0,0,0,,,,,,,,,,,SYN
927,1700000122.542,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,223,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
928,1700000122.55,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,867,58,1,0,0,0,,,,,,,,,,,SYN
929,1700000122.56,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,683,58,1,0,0,0,,,,,,,,,,,SYN
930,1700000122.562,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,683,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
931,1700000122.57,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,856,58,1,0,0,0,,,,,,,,,,,SYN
932,1700000122.572,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,856,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
933,1700000122.58,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,122,58,1,0,0,0,,,,,,,,,,,SYN
934,1700000122.582,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,122,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
935,1700000122.59,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,289,58,1,0,0,0,,,,,,,,,,,SYN
936,1700000122.592,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,289,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
937,1700000122.6,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,87,58,1,0,0,0,,,,,,,,,,,SYN
938,1700000122.602,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,87,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
939,1700000122.61,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,690,58,1,0,0,0,,,,,,,,,,,SYN
940,1700000122.612,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,690,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
941,1700000122.62,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,719,58,1,0,0,0,,,,,,,,,,,SYN
942,1700000122.622,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,719,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
943,1700000122.6234078,10.0.0.103,93.184.81.222,02:c9:83:20:d6:73,00:11:22:33:44:01,TLS,TCP,50510,443,600,0,1,0,0,,,,,,,,,,,Application Data
944,1700000122.63,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,876,58,1,0,0,0,,,,,,,,,,,SYN
945,1700000122.6320002,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,876,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
946,1700000122.64,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,234,58,1,0,0,0,,,,,,,,,,,SYN
947,1700000122.6420002,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,234,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
948,1700000122.65,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,511,58,1,0,0,0,,,,,,,,,,,SYN
949,1700000122.6520002,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,511,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
950,1700000122.66,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,349,58,1,0,0,0,,,,,,,,,,,SYN
951,1700000122.6620002,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,349,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
952,1700000122.67,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,608,58,1,0,0,0,,,,,,,,,,,SYN
953,1700000122.6720002,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,608,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
954,1700000122.68,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,206,58,1,0,0,0,,,,,,,,,,,SYN
955,1700000122.6820002,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,206,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
956,1700000122.69,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,467,58,1,0,0,0,,,,,,,,,,,SYN
957,1700000122.6920002,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,467,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
958,1700000122.7,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,633,58,1,0,0,0,,,,,,,,,,,SYN
959,1700000122.7020001,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,633,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
960,1700000122.71,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,254,58,1,0,0,0,,,,,,,,,,,SYN
961,1700000122.7111657,93.184.81.222,10.0.0.103,00:11:22:33:44:01,02:c9:83:20:d6:73,TLS,TCP,443,50510,1268,0,1,0,0,,,,,,,,,,,Application Data
962,1700000122.7120001,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,254,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
963,1700000122.72,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,153,58,1,0,0,0,,,,,,,,,,,SYN
964,1700000122.7220001,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,153,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
965,1700000122.73,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,43,58,1,0,0,0,,,,,,,,,,,SYN
966,1700000122.732,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,43,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
967,1700000122.74,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,8,58,1,0,0,0,,,,,,,,,,,SYN
968,1700000122.75,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,744,58,1,0,0,0,,,,,,,,,,,SYN
969,1700000122.76,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,157,58,1,0,0,0,,,,,,,,,,,SYN
970,1700000122.762,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,157,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
971,1700000122.7679265,10.0.0.104,93.184.182.173,02:80:5e:2e:ed:c8,00:11:22:33:44:01,TLS,TCP,56726,443,266,0,1,0,0,,,,,,,,,,,Application Data
972,1700000122.77,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,665,58,1,0,0,0,,,,,,,,,,,SYN
973,1700000122.78,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,401,58,1,0,0,0,,,,,,,,,,,SYN
974,1700000122.782,10.0.0.10,10.0.0.66,00:11:22:33:44:01,02:ac:18:f6:b6:0c,TCP,TCP,401,44444,54,0,1,0,1,,,,,,,,,,,"RST, ACK"
975,1700000122.79,10.0.0.66,10.0.0.10,02:ac:18:f6:b6:0c,00:11:22:33:44:01,TCP,TCP,44444,972,58,1,0,0,0,,,,,,,,,,,SYN
